	A	D	S	
r45	  0.000000000000	  1.000000000000	 -0.000437485065	
r46	  0.000000000000	  1.000000000000	 -0.000593896217	
r47	  0.000000000000	  1.000000000000	 -0.001298351587	
r48	  0.000000000000	  1.000000000000	 -0.001220029839	
r49	  0.000000000000	  1.000000000000	 -0.002160698997	
r50	  0.000000000000	  1.000000000000	 -0.001220029839	
r51	  0.000000000000	  1.000000000000	 -0.002160698997	
r52	  0.000000000000	  1.000000000000	 -0.002788792347	
r53	  0.000000000000	  1.000000000000	 -0.002160698997	
r54	  0.000000000000	  1.000000000000	 -0.001807741356	
r55	  0.000000000000	  1.000000000000	 -0.001846946618	
r56	  0.000000000000	  1.000000000000	 -0.001063423051	
r57	  0.000000000000	  1.000000000000	  0.000343837938	
r58	  0.000000000000	  1.000000000000	 -0.001690143948	
r59	  0.000000000000	  1.000000000000	 -0.000906865194	
r60	  0.000000000000	  1.000000000000	 -0.001102570160	
r61	  0.000000000000	  1.000000000000	 -0.002788792347	
r62	  0.000000000000	  1.000000000000	 -0.002160698997	
r63	  0.000000000000	  1.000000000000	 -0.001846946618	
r64	  0.000000000000	  1.000000000000	 -0.001298351587	
r65	  0.000000000000	  1.000000000000	 -0.001220029839	
r66	  0.000000000000	  1.000000000000	  0.000499956094	
r67	  0.000000000000	  1.000000000000	 -0.002160698997	
r68	  0.000000000000	  1.000000000000	 -0.002788792347	
r69	  0.000000000000	  1.000000000000	 -0.000906865194	
r70	  0.000000000000	  1.000000000000	  0.000343837938	
r71	  0.000000000000	  1.000000000000	 -0.001533390272	
r72	  0.000000000000	  1.000000000000	 -0.000593896217	
r73	  0.000000000000	  1.000000000000	 -0.001768539158	
r74	  0.000000000000	  1.000000000000	 -0.000906865194	
r75	  0.000000000000	  1.000000000000	 -0.000124809358	
r76	  0.000000000000	  1.000000000000	 -0.001846946618	
r77	  0.000000000000	  1.000000000000	 -0.001768539158	
r78	  0.000000000000	  1.000000000000	 -0.001533390272	
r79	  0.000000000000	  1.000000000000	 -0.000672120124	
r80	  0.000000000000	  1.000000000000	 -0.000281122783	
r81	  0.000000000000	  1.000000000000	 -0.000750356255	
r82	  0.000000000000	  1.000000000000	 -0.000515684531	
r83	  0.000000000000	  1.000000000000	 -0.002396142002	
r84	  0.000000000000	  1.000000000000	 -0.000906865194	
r85	  0.000000000000	  1.000000000000	 -0.001063423051	
r86	  0.000000000000	  1.000000000000	 -0.001220029839	
r87	  0.000000000000	  1.000000000000	 -0.001220029839	
r88	  0.000000000000	  1.000000000000	 -0.002003798295	
r89	  0.000000000000	  1.000000000000	 -0.001925366329	
r90	  0.000000000000	  1.000000000000	 -0.001807741356	
r91	  0.000000000000	  1.000000000000	 -0.000320208773	
r92	  0.000000000000	  1.000000000000	 -0.000906865194	
r93	  0.000000000000	  1.000000000000	 -0.000593896217	
r94	  0.000000000000	  1.000000000000	 -0.001650950937	
r95	  0.000000000000	  1.000000000000	 -0.001846946618	
r96	  0.000000000000	  1.000000000000	 -0.001533390272	
r97	  0.000000000000	  1.000000000000	 -0.001063423051	
r98	  0.000000000000	  1.000000000000	 -0.000906865194	
r99	  0.000000000000	  1.000000000000	 -0.000750356255	
r100	  0.000000000000	  1.000000000000	 -0.000906865194	
