	A	D	S	
r65	  0.092854903129	  1.214907599248	  0.000000000000	
r66	  0.098193100980	  1.209192060962	  0.000000000000	
r67	  0.092339394198	  1.234078806597	  0.000000000000	
r68	  0.088037371607	  1.226831000664	  0.000000000000	
r69	  0.092518833677	  1.210465391173	  0.000000000000	
r70	  0.099098489484	  1.218689201957	  0.000000000000	
r71	  0.097656449061	  1.233273383986	  0.000000000000	
r72	  0.094352338909	  1.210703299042	  0.000000000000	
r73	  0.094388033675	  1.224956567201	  0.000000000000	
r74	  0.092619509792	  1.212021231288	  0.000000000000	
r75	  0.092159474602	  1.208422107477	  0.000000000000	
r76	  0.091584922160	  1.226435633648	  0.000000000000	
r77	  0.092411812202	  1.225856608489	  0.000000000000	
r78	  0.092875361011	  1.220074702402	  0.000000000000	
r79	  0.094087210801	  1.210774729195	  0.000000000000	
r80	  0.093150948496	  1.209965860357	  0.000000000000	
r81	  0.094445113284	  1.215823002893	  0.000000000000	
r82	  0.091315774342	  1.191024532344	  0.000000000000	
r83	  0.091134600533	  1.244090772491	  0.000000000000	
r84	  0.093645695118	  1.219817899591	  0.000000000000	
r85	  0.093199700438	  1.215313414502	  0.000000000000	
r86	  0.094528869515	  1.221540940056	  0.000000000000	
r87	  0.091537061265	  1.215068526388	  0.000000000000	
r88	  0.095516883170	  1.233237842872	  0.000000000000	
r89	  0.091452836104	  1.223545258168	  0.000000000000	
r90	  0.093786707441	  1.218183987985	  0.000000000000	
r91	  0.095899553440	  1.218008410800	  0.000000000000	
r92	  0.095560002463	  1.214698853362	  0.000000000000	
r93	  0.093698996349	  1.209148761813	  0.000000000000	
r94	  0.096016705214	  1.235440693720	  0.000000000000	
r95	  0.089369531669	  1.225607971234	  0.000000000000	
r96	  0.091104645892	  1.223666341542	  0.000000000000	
r97	  0.091157159981	  1.221081303546	  0.000000000000	
r98	  0.090494025356	  1.216187975738	  0.000000000000	
r99	  0.094879579424	  1.215665499830	  0.000000000000	
r100	  0.092320939886	  1.217549216614	  0.000000000000	
